"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"27/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"27/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"27/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"27/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"27/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"27/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"27/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","9.00","43.20"
"27/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"27/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"27/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"27/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"27/08/2024","ALLGH","6.15","4.40","6.00","6.00","6.15","6.15","0.15","6.00","0.00","29,860.00","183,637.50"
"27/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.11","25.00","0.00","0.00"
"27/08/2024","CAL","0.50","0.31","0.31","0.31","0.31","0.31","0.00","0.31","0.00","4,213.00","1,306.03"
"27/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"26/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"26/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"26/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"26/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","6.00","0.00","0.00","0.00"
"26/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.11","25.00","0.00","0.00"
"26/08/2024","CAL","0.50","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.31","1,370.00","424.70"
"26/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"26/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"26/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"26/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","30.00","11.40"
"26/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","6.10","0.00","1,276.00","7,783.60"
"26/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.65","1.81","0.00","0.00"
"26/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","0.00","0.00"
"26/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","0.00","3.50","215.00","752.50"
"26/08/2024","GCB","5.91","3.40","5.91","5.91","5.91","5.91","0.00","5.91","0.00","39.00","230.49"
"26/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","4.70","0.00","0.00","0.00"
"26/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","1.50","0.00","200.00","300.00"
"26/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"26/08/2024","MTNGH","2.43","1.39","2.20","2.20","2.20","2.20","0.00","2.19","2.20","29,805.00","65,571.00"
"26/08/2024","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","RBGH","0.55","0.48","0.55","0.55","0.55","0.55","0.00","0.55","0.60","0.00","0.00"
"26/08/2024","SCB","20.10","17.53","20.10","20.10","20.10","20.10","0.00","20.10","0.00","5.00","100.50"
"26/08/2024","SIC","0.25","0.24","0.25","0.25","0.25","0.25","0.00","0.00","0.25","3,150.00","787.50"
"26/08/2024","SOGEGH","1.57","1.54","1.55","1.55","1.55","1.55","0.00","0.00","1.55","260.00","403.00"
"26/08/2024","TBL","0.83","0.82","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"26/08/2024","TOTAL","12.37","9.00","12.36","12.36","12.36","12.36","0.00","12.40","0.00","0.00","0.00"
"26/08/2024","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","UNIL","16.00","8.11","16.00","16.00","16.00","16.00","0.00","16.00","0.00","0.00","0.00"
"26/08/2024","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"26/08/2024","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.00","0.29","0.00","0.00"
"26/08/2024","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","GLD","381.20","218.50","376.00","376.00","381.20","381.20","5.20","381.20","0.00","2,596.00","989,595.20"
"26/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"26/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"26/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"26/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"26/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"23/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"23/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"23/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"23/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","6.00","0.00","0.00","0.00"
"23/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.11","25.00","0.00","0.00"
"23/08/2024","CAL","0.50","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.31","1,284.00","398.04"
"23/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"23/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"23/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"23/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","150.00","57.00"
"23/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","5.50","0.00","604.00","3,684.40"
"23/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.55","1.65","4,310.00","7,111.50"
"23/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","2,986.00","447.90"
"23/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","0.00","3.50","0.00","0.00"
"23/08/2024","GCB","5.91","3.40","5.91","5.91","5.91","5.91","0.00","5.91","0.00","0.00","0.00"
"23/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","4.70","5.16","0.00","0.00"
"23/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","1.50","0.00","2,000.00","3,000.00"
"23/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"23/08/2024","MTNGH","2.43","1.39","2.20","2.20","2.20","2.20","0.00","2.19","2.20","1,465,061.00","3,223,134.20"
"23/08/2024","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","RBGH","0.55","0.48","0.55","0.55","0.55","0.55","0.00","0.55","0.00","2,919.00","1,605.45"
"23/08/2024","SCB","20.10","17.53","20.10","20.10","20.10","20.10","0.00","20.10","0.00","0.00","0.00"
"23/08/2024","SIC","0.25","0.24","0.25","0.25","0.25","0.25","0.00","0.24","0.25","0.00","0.00"
"23/08/2024","SOGEGH","1.57","1.54","1.55","1.55","1.55","1.55","0.00","0.00","1.55","0.00","0.00"
"23/08/2024","TBL","0.83","0.82","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"23/08/2024","TOTAL","12.37","9.00","12.36","12.36","12.36","12.36","0.00","12.40","0.00","0.00","0.00"
"23/08/2024","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","0.00","0.00"
"23/08/2024","UNIL","16.00","8.11","16.00","16.00","16.00","16.00","0.00","16.00","0.00","324.00","5,184.00"
"23/08/2024","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"23/08/2024","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.00","0.29","0.00","0.00"
"23/08/2024","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","GLD","378.90","218.50","378.90","378.90","376.00","376.00","-2.90","378.90","0.00","7,429.00","2,793,333.00"
"23/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"23/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"23/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"23/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"23/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"22/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"22/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"22/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"22/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","6.00","0.00","0.00","0.00"
"22/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.11","25.00","0.00","0.00"
"22/08/2024","CAL","0.50","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.31","16,803.00","5,208.93"
"22/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"22/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"22/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"22/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","1.00","0.38"
"22/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","5.50","0.00","1,543.00","9,412.30"
"22/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.55","1.65","2,724.00","4,494.60"
"22/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","1.00","0.15"
"22/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","0.00","3.50","198.00","693.00"
"22/08/2024","GCB","5.91","3.40","5.91","5.91","5.91","5.91","0.00","5.91","0.00","1.00","5.91"
"22/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","4.70","5.16","41.00","211.56"
"22/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","1.50","0.00","0.00","0.00"
"22/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"22/08/2024","MTNGH","2.43","1.39","2.20","2.20","2.20","2.20","0.00","2.19","2.20","61,322.00","134,908.40"
"22/08/2024","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","RBGH","0.55","0.48","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"22/08/2024","SCB","20.10","17.53","20.10","20.10","20.10","20.10","0.00","20.10","0.00","0.00","0.00"
"22/08/2024","SIC","0.25","0.24","0.25","0.25","0.25","0.25","0.00","0.24","0.25","243,903.00","60,975.75"
"22/08/2024","SOGEGH","1.57","1.54","1.55","1.55","1.55","1.55","0.00","0.00","1.55","789.00","1,222.95"
"22/08/2024","TBL","0.83","0.82","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"22/08/2024","TOTAL","12.37","9.00","12.36","12.36","12.36","12.36","0.00","12.40","0.00","0.00","0.00"
"22/08/2024","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","5.00","59.60"
"22/08/2024","UNIL","16.00","8.11","16.00","16.00","16.00","16.00","0.00","16.00","0.00","0.00","0.00"
"22/08/2024","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"22/08/2024","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.00","0.29","0.00","0.00"
"22/08/2024","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","GLD","378.90","218.50","378.90","378.90","378.90","378.90","0.00","378.90","0.00","0.00","0.00"
"22/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"22/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"22/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"22/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"22/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"21/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"21/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"21/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"21/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","6.00","0.00","0.00","0.00"
"21/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.11","25.00","75.00","1,733.25"
"21/08/2024","CAL","0.50","0.31","0.31","0.31","0.31","0.31","0.00","0.00","0.31","1,687.00","522.97"
"21/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"21/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"21/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"21/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","210.00","79.80"
"21/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","6.10","0.00","0.00","0.00"
"21/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.65","1.70","65.00","107.25"
"21/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","1,070.00","160.50"
"21/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","3.50","3.52","5.00","17.50"
"21/08/2024","GCB","5.91","3.40","5.91","5.91","5.91","5.91","0.00","5.91","0.00","1,623.00","9,591.93"
"21/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","5.16","0.00","0.00","0.00"
"21/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","1.50","0.00","406.00","609.00"
"21/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"21/08/2024","MTNGH","2.43","1.39","2.20","2.20","2.20","2.20","0.00","2.19","2.20","42,728.00","93,991.60"
"21/08/2024","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","RBGH","0.55","0.48","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"21/08/2024","SCB","20.10","17.53","20.10","20.10","20.10","20.10","0.00","20.10","0.00","0.00","0.00"
"21/08/2024","SIC","0.25","0.24","0.25","0.25","0.25","0.25","0.00","0.00","0.25","15,775.00","3,943.75"
"21/08/2024","SOGEGH","1.57","1.54","1.55","1.55","1.55","1.55","0.00","0.00","1.55","854.00","1,323.70"
"21/08/2024","TBL","0.83","0.82","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"21/08/2024","TOTAL","12.37","9.00","12.36","12.36","12.36","12.36","0.00","12.40","0.00","0.00","0.00"
"21/08/2024","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","50.00","596.00"
"21/08/2024","UNIL","16.00","8.11","16.00","16.00","16.00","16.00","0.00","15.50","0.00","276.00","4,416.00"
"21/08/2024","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"21/08/2024","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.00","0.29","0.00","0.00"
"21/08/2024","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","GLD","378.90","218.50","378.90","378.90","378.90","378.90","0.00","378.90","0.00","110.00","41,679.00"
"21/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"21/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.09","0.00","0.00"
"21/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"21/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"21/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"20/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"20/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"20/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"20/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","0.00","0.00","23,694.00","142,164.00"
"20/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.10","0.00","0.00","0.00"
"20/08/2024","CAL","0.50","0.31","0.34","0.34","0.31","0.31","-0.03","0.31","0.34","10,004.00","3,153.86"
"20/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","7.00","0.21"
"20/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"20/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"20/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","850.00","323.00"
"20/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","6.10","0.00","0.00","0.00"
"20/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.65","1.81","0.00","0.00"
"20/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","11,900.00","1,785.00"
"20/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","0.00","3.52","1,800.00","6,300.00"
"20/08/2024","GCB","5.91","3.40","5.90","5.90","5.91","5.91","0.01","5.90","5.91","2,288.00","13,522.08"
"20/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","4.70","0.00","561.00","2,894.76"
"20/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","618.00","927.00"
"20/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"20/08/2024","MTNGH","2.43","1.39","2.24","2.24","2.20","2.20","-0.04","2.19","2.20","19,638.00","43,322.84"
"20/08/2024","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","RBGH","0.55","0.48","0.55","0.55","0.55","0.55","0.00","0.55","0.00","0.00","0.00"
"20/08/2024","SCB","20.10","17.53","20.10","20.10","20.10","20.10","0.00","20.10","0.00","0.00","0.00"
"20/08/2024","SIC","0.25","0.24","0.25","0.25","0.25","0.25","0.00","0.00","0.25","107.00","26.75"
"20/08/2024","SOGEGH","1.57","1.54","1.55","1.55","1.55","1.55","0.00","1.55","1.57","16.00","24.80"
"20/08/2024","TBL","0.83","0.82","0.83","0.83","0.83","0.83","0.00","0.83","0.00","0.00","0.00"
"20/08/2024","TOTAL","12.37","9.00","12.33","12.33","12.40","12.36","0.03","12.40","0.00","4,545.00","56,178.00"
"20/08/2024","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","0.00","11.92","164.00","1,954.88"
"20/08/2024","UNIL","16.00","8.11","16.00","16.00","16.00","16.00","0.00","16.00","0.00","26.00","416.00"
"20/08/2024","AADS","0.41","0.41","0.41","0.41","0.41","0.41","0.00","0.41","0.00","0.00","0.00"
"20/08/2024","CALPREF","0.29","0.29","0.29","0.29","0.29","0.29","0.00","0.00","0.29","0.00","0.00"
"20/08/2024","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","GLD","378.90","218.50","369.18","369.18","378.90","378.90","9.72","0.00","378.90","106.00","40,163.40"
"20/08/2024","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","MMH","0.11","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"20/08/2024","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.10","0.00","0.00"
"20/08/2024","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.00","0.00","0.00","0.00"
"20/08/2024","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.00","0.09","0.00","0.00"
"20/08/2024","ADBRT02","0.98","0.98","0.98","0.98","0.98","0.98","0.00","0.00","0.00","0.00","0.00"
"19/08/2024","ACCESS","4.80","3.40","4.80","4.80","4.80","4.80","0.00","4.80","0.00","0.00","0.00"
"19/08/2024","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","0.00","0.00","0.00"
"19/08/2024","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","37.00","0.00","0.00","0.00"
"19/08/2024","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","0.00","0.00","0.00","0.00"
"19/08/2024","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","0.00","0.00","0.00"
"19/08/2024","ALLGH","6.00","4.40","6.00","6.00","6.00","6.00","0.00","0.00","0.00","1,606.00","9,636.00"
"19/08/2024","BOPP","23.10","21.53","23.10","23.10","23.10","23.10","0.00","23.10","0.00","0.00","0.00"
"19/08/2024","CAL","0.50","0.34","0.34","0.34","0.34","0.34","0.00","0.31","0.34","6,137.00","2,086.58"
"19/08/2024","CLYD","0.03","0.03","0.03","0.03","0.03","0.03","0.00","0.03","0.00","0.00","0.00"
"19/08/2024","CMLT","0.11","0.10","0.11","0.11","0.11","0.11","0.00","0.12","0.00","0.00","0.00"
"19/08/2024","CPC","0.02","0.02","0.02","0.02","0.02","0.02","0.00","0.02","0.00","0.00","0.00"
"19/08/2024","DASPHARMA","0.40","0.33","0.38","0.38","0.38","0.38","0.00","0.00","0.38","49.00","18.62"
"19/08/2024","EGH","6.20","5.48","6.10","6.10","6.10","6.10","0.00","6.10","0.00","0.00","0.00"
"19/08/2024","EGL","2.39","1.32","1.65","1.65","1.65","1.65","0.00","1.55","1.65","891.00","1,470.15"
"19/08/2024","ETI","0.16","0.15","0.15","0.15","0.15","0.15","0.00","0.15","0.00","0.00","0.00"
"19/08/2024","FML","3.70","3.19","3.50","3.50","3.50","3.50","0.00","3.50","3.52","0.00","0.00"
"19/08/2024","GCB","5.90","3.40","5.90","5.90","5.90","5.90","0.00","5.90","0.00","0.00","0.00"
"19/08/2024","GGBL","5.16","3.40","5.16","5.16","5.16","5.16","0.00","5.16","0.00","0.00","0.00"
"19/08/2024","GOIL","1.50","1.50","1.50","1.50","1.50","1.50","0.00","0.00","1.50","463.00","694.50"
"19/08/2024","MAC","5.38","5.38","5.38","5.38","5.38","5.38","0.00","0.00","5.38","0.00","0.00"
"19/08/2024","MTNGH","2.43","1.39","2.27","2.27","2.24","2.24","-0.03","2.23","2.24","21,551.00","48,246.24"
